No,Date,High,Low,Close,Volume,Open,H-L,3day MA,10day MA,30day MA,CCI,RSI,ATR,OBV,HT_DCPERIOD,Last1Price,Last2Price,Last3Price,Last4Price,Last5Price,tag
60,2014-03-08,667.98953,623.0,636.0088,4.19914366,647.9349,44.989529999999945,661.2982033333333,624.213692,637.9540883333333,50.0,50.60728465004966,54.46199207747723,-65.85336549999994,34.30436285063344,636.20048,666.70413,680.99,680.6,666.9435,0
61,2014-03-09,658.0,629.05259,647.9349,2.01748158,642.0757,28.94740999999999,646.30447,629.087439,633.5674203333333,50.0,53.82040368637576,50.81705178069477,-63.83588391999994,34.18384910204577,636.0088,636.20048,666.70413,680.99,680.6,1
62,2014-03-10,684.5,630.0,642.0757,6.30764832,641.0,54.5,640.04806,634.2322999999999,631.3611816666668,50.0,51.952465609034014,51.34318724059551,-70.14353223999994,35.16311969206776,647.9349,636.0088,636.20048,666.70413,680.99,0
63,2014-03-11,665.93423,560.0,641.0,18.48654959,632.31094,105.93422999999996,642.0064666666666,641.045751,629.45362,50.0,51.58270131254377,59.14190763479615,-88.63008182999994,35.56016292467345,642.0757,647.9349,636.0088,636.20048,666.70413,0
64,2014-03-12,660.0,550.275,632.31094,8.3160946,653.39758,109.72500000000002,643.6702,647.645751,627.85362,42.85714285714286,48.44913432994357,66.36806368696813,-96.94617642999994,35.03412429027405,641.0,642.0757,647.9349,636.0088,636.20048,-1
65,2014-03-13,657.99101,620.0,653.39758,4.38727322,631.23955,37.99100999999996,638.4622133333332,653.0768449999999,625.9239846666666,21.42857142857143,55.78268617532737,62.314198874544104,-92.55890320999994,33.94189660659743,632.31094,641.0,642.0757,647.9349,636.0088,1
66,2014-03-14,654.91385,550.0,631.23955,24.63109263,646.0,104.91385000000002,642.2361733333333,651.7222529999999,623.8852003333334,-71.42857142857143,47.75210130732845,68.39986332103781,-117.18999583999994,32.89771151212058,653.39758,632.31094,641.0,642.0757,647.9349,-1
67,2014-03-15,646.0,618.29313,646.0,3.19846133,651.95,27.70686999999998,638.9826899999999,646.786208,622.5709886666667,-71.42857142857143,52.840043017770874,62.586578560889556,-113.99153450999994,31.820181015571237,631.23955,653.39758,632.31094,641.0,642.0757,1
68,2014-03-16,652.0,639.0,651.95,7.61949564,637.73128,13.0,643.54571,643.287208,623.3061280000001,-71.42857142857143,54.834611442334094,55.50278162361962,-106.37203886999994,30.512431363058703,646.0,631.23955,653.39758,632.31094,641.0,1
69,2014-03-17,641.14149,616.00101,637.73128,1.9084555,619.78308,25.140480000000025,643.0631833333333,641.811795,622.6931399999999,-71.42857142857143,49.236300555609645,52.7093828202454,-108.28049436999994,29.060582614573306,651.95,646.0,631.23955,653.39758,632.31094,-1
70,2014-03-18,633.989,610.01,619.78308,9.0488114,620.062,23.979000000000042,645.2270933333333,641.964875,621.974736,-71.42857142857143,43.00179837688711,49.13965384592463,-117.32930576999995,27.627180845063414,637.73128,651.95,646.0,631.23955,653.39758,-1
71,2014-03-19,633.663,612.22,620.062,5.52856344,590.0,21.442999999999984,636.48812,640.342303,621.8098016666667,-57.142857142857146,43.1276991636672,45.18298901079254,-111.80074232999995,26.33106333697003,619.78308,637.73128,651.95,646.0,631.23955,0
72,2014-03-20,625.01788,590.0,590.0,7.82790364,590.0,35.01787999999999,625.8587866666667,637.5550129999999,621.2084816666667,-57.142857142857146,34.01696143286265,43.73083058067932,-119.62864596999995,25.210213725071167,620.062,619.78308,637.73128,651.95,646.0,-1
73,2014-03-21,615.22654,580.0,590.0,16.27100015,572.29918,35.22654,609.94836,632.347443,619.6578116666667,-28.571428571428573,34.01696143286266,42.51593192629656,-119.62864596999995,24.269943887393726,590.0,620.062,619.78308,637.73128,651.95,0
74,2014-03-22,596.0,554.05,572.29918,11.83805962,568.53521,41.950000000000045,600.0206666666667,627.247443,618.3190853333333,-28.571428571428573,29.390170082707446,42.4350845082542,-131.46670558999995,23.5064277645883,590.0,590.0,620.062,619.78308,637.73128,-1
75,2014-03-23,596.0,566.35804,568.53521,1.31873908,585.40025,29.64196000000004,584.0997266666667,621.2462670000001,618.6908573333333,-28.571428571428573,28.464010595615598,40.607495292789324,-132.78544466999995,22.899600335362067,572.29918,590.0,590.0,620.062,619.78308,0
76,2014-03-24,592.53871,554.50454,585.40025,5.68481521,584.0,38.03417000000002,576.9447966666667,612.76003,618.5662176666667,-28.571428571428573,38.26965479557123,40.23987739381942,-127.10062945999995,22.471547396300334,568.53521,572.29918,590.0,590.0,620.062,1
77,2014-03-25,591.14973,579.0,584.0,5.97791428,585.0851,12.149729999999977,575.4115466666667,608.1761,617.7447900000001,-21.42857142857143,37.78587057015823,36.22699919470235,-133.07854373999996,22.20654250410102,585.40025,568.53521,572.29918,590.0,590.0,0
78,2014-03-26,641.14149,579.0,585.0851,13.08114995,512.7888,62.141489999999976,579.31182,601.9761000000001,616.64879,-14.285714285714286,38.464047158044636,39.92906930974487,-119.99739378999996,22.014855086306397,584.0,585.40025,568.53521,572.29918,590.0,0
79,2014-03-27,599.27378,500.01,512.7888,35.31377035,516.48107,99.26378,584.82845,595.28961,617.08496,-100.0,21.168316462250463,48.40545655120989,-155.31116413999996,21.862015756865315,585.0851,584.0,585.40025,568.53521,572.29918,-1
80,2014-03-28,553.0,500.0,516.48107,43.68897138,514.99,53.0,560.6246333333333,582.795362,616.3246429999999,-100.0,23.153666060731066,49.06181990103705,-111.62219275999996,21.66233403871775,512.7888,585.0851,584.0,585.40025,568.53521,0
81,2014-03-29,518.0,505.0,514.99,6.10790794,462.47601,13.0,538.1183233333333,572.4651610000001,613.9649676666667,-85.71428571428572,22.891743942992434,43.910131343746045,-117.73010069999997,21.408292537479557,516.48107,512.7888,585.0851,584.0,585.40025,0
82,2014-03-30,506.17549,436.07375,462.47601,33.23922152,462.38593,70.10174,514.7532900000001,561.9579610000001,611.2484246666666,-100.0,15.806918781529141,48.911005437496605,-150.96932221999998,21.260929297882885,514.99,516.48107,512.7888,585.0851,584.0,-1
83,2014-03-31,530.0,443.35,462.38593,17.58660863,489.0,86.64999999999998,497.98235999999997,549.2055620000001,607.5329186666667,-28.571428571428573,15.797483734754989,54.302290374997085,-168.55593084999998,21.470424683614215,462.47601,514.99,516.48107,512.7888,585.0851,0
84,2014-04-01,503.23111,465.2,489.0,20.24699944,443.625,38.03111000000001,479.95064666666667,536.444155,603.7791163333334,-28.571428571428573,29.737301617995964,52.37984603571179,-148.30893140999999,22.333346797457473,462.38593,462.47601,514.99,516.48107,512.7888,1
85,2014-04-02,497.1468,443.625,443.625,12.40566408,461.85,53.521799999999985,471.2873133333333,528.114237,600.8124496666667,-28.571428571428573,22.57042869868762,52.54298231632439,-160.71459549,23.706320839676053,489.0,462.38593,462.47601,514.99,516.48107,-1
86,2014-04-03,463.7,426.45421,461.85,16.79680298,458.84148,37.24579,465.0036433333333,515.623216,593.3684996666667,-57.142857142857146,30.17449117548199,50.357669128278054,-143.91779251,25.500511296500456,443.625,489.0,462.38593,462.47601,514.99,1
87,2014-04-04,550.0,440.0,458.84148,19.87883682,467.85,110.0,464.82500000000005,503.268191,586.076833,-57.142857142857146,29.634026425324393,58.87800210995262,-163.79662933,27.664346535964555,461.85,443.625,489.0,462.38593,462.47601,0
88,2014-04-05,467.85,447.56953,467.85,0.94414487,461.81827,20.280470000000037,454.77216,490.752339,578.6718823333333,-57.142857142857146,33.6380760696912,53.36406895138797,-162.85248446,28.41590188456309,458.84148,461.85,443.625,489.0,462.38593,1
89,2014-04-06,469.43834,450.0,461.81827,5.1169521,462.07946,19.438339999999982,462.84716000000003,479.028829,572.0434113333334,-57.142857142857146,32.255523005964385,48.51753624404683,-167.96943656,28.2673118475633,467.85,458.84148,461.85,443.625,489.0,-1
90,2014-04-07,475.32049,450.0,462.07946,7.08636684,458.87469,25.320490000000007,462.8365833333333,473.931776,566.230671,-57.142857142857146,32.39089319457372,45.20367249489728,-160.88306971999998,27.83426513358195,461.81827,467.85,458.84148,461.85,443.625,0
91,2014-04-08,465.8242,450.0,458.87469,3.46875095,452.99853,15.824200000000019,463.91591,468.491615,560.4330263333334,-57.142857142857146,31.5214364443445,41.00660499562624,-164.35182066999997,27.241453638898026,462.07946,461.81827,467.85,458.84148,461.85,0
92,2014-04-09,462.09031,450.0,452.99853,1.13219204,371.7835,12.090309999999988,460.92414,462.880084,554.1310193333334,-57.142857142857146,29.86766459999511,36.87570571053677,-165.48401270999997,26.587782676488136,458.87469,462.07946,461.81827,467.85,458.84148,-1
93,2014-04-10,450.01,368.13673,371.7835,17.22029124,431.0,81.87326999999999,457.98422666666664,461.93233599999996,547.828447,-100.0,16.4490831197279,43.73086203760295,-182.70430394999997,26.185671686292764,452.99853,458.87469,462.07946,461.81827,467.85,-1
94,2014-04-11,583.75327,353.75804,431.0,18.05442299,448.0,229.99523000000005,427.8855733333333,452.87209300000006,538.8545636666666,0.0,38.948093666571445,70.34005746080253,-164.64988095999996,26.098912458418106,371.7835,452.99853,458.87469,462.07946,461.81827,1
95,2014-04-12,450.0,429.01001,448.0,8.75071499,429.7899,20.989989999999977,418.59400999999997,447.07209300000005,532.144199,0.0,43.83295752603201,63.29004782354502,-155.89916596999996,26.12893383082951,431.0,371.7835,452.99853,458.87469,462.07946,1
96,2014-04-13,445.97999,407.07491,429.7899,9.31548393,451.05736,38.90508,416.92783333333335,447.50959300000005,525.2976130000001,0.0,39.978237737832636,60.09505384875287,-165.21464989999996,26.18292056508716,448.0,431.0,371.7835,452.99853,458.87469,-1
97,2014-04-14,480.06527,411.33828,451.05736,42.69095344,535.11388,68.72699,436.2633,444.303583,518.5826246666667,0.0,46.19507995811165,61.32818758464532,-122.52369645999995,26.091609937235926,429.7899,448.0,431.0,371.7835,452.99853,1
98,2014-04-15,573.66927,450.49878,535.11388,31.04150095,523.53017,123.17048999999997,442.9490866666667,443.52517100000006,512.0845366666667,0.0,63.16099528119926,70.16280221541027,-91.48219550999995,25.82329802168529,451.05736,429.7899,448.0,431.0,371.7835,1
99,2014-04-16,544.56794,490.55578,523.53017,51.25685199,503.84789,54.012159999999994,471.98704666666663,450.251559,508.18999933333333,0.0,60.217219060814074,67.8555676132088,-142.73904749999997,25.5787825235753,535.11388,451.05736,429.7899,448.0,431.0,-1
100,2014-04-17,530.35862,495.53036,503.84789,16.07659504,485.37368,34.82826,503.23380333333336,456.422749,504.38329566666664,0.0,55.2912415816473,63.13738081132184,-158.81564253999997,25.467590548814634,523.53017,535.11388,451.05736,429.7899,448.0,-1
101,2014-04-18,515.0,477.19035,485.37368,31.4900663,504.49054,37.809649999999976,520.8306466666667,460.59959200000003,500.51878933333336,0.0,50.8949227680578,59.51913355256158,-190.30570883999997,26.226072551526904,503.84789,523.53017,535.11388,451.05736,429.7899,-1
102,2014-04-19,525.28225,479.95971,504.49054,10.96943779,504.73422,45.322540000000004,504.25058000000007,463.24949100000003,496.02917866666667,0.0,55.055140582451976,57.49104875933849,-179.33627104999997,27.4463286428724,485.37368,503.84789,523.53017,535.11388,451.05736,1
103,2014-04-20,510.0,500.0,504.73422,1.540555,496.41683,10.0,497.9040366666666,468.3986919999999,493.17886333333337,0.0,55.10967846042494,50.70661322229013,-177.79571604999995,27.61215946187282,504.49054,485.37368,503.84789,523.53017,535.11388,0
104,2014-04-21,517.31024,485.0,496.41683,17.33264568,489.72443,32.31024000000002,498.19948,481.693764,490.3366706666667,0.0,52.656172056282145,48.07855990482012,-195.12836172999994,27.365978196253728,504.73422,504.49054,485.37368,503.84789,523.53017,-1
105,2014-04-22,510.49,484.62239,489.72443,7.48967694,495.61699,25.867610000000013,501.8805300000001,488.235447,487.80725900000004,0.0,50.61632649096309,44.90556706127439,-202.61803866999995,26.964604962493453,496.41683,504.73422,504.49054,485.37368,503.84789,-1
106,2014-04-23,497.73461,489.0,495.61699,7.02182626,503.48132,8.734609999999975,496.95849333333337,492.40789000000007,485.18023300000004,0.0,52.44128405548592,39.738287481092335,-195.59621240999994,26.126144524187843,489.72443,496.41683,504.73422,504.49054,485.37368,1
107,2014-04-24,503.48132,490.00001,503.48132,3.58845262,471.43037,13.481310000000008,493.9194166666666,498.99059900000003,482.18745766666666,0.0,54.94138450804201,35.98729069807915,-192.00775978999994,25.032425323368148,495.61699,489.72443,496.41683,504.73422,504.49054,1
108,2014-04-25,496.68623,448.99999,471.43037,27.91399844,463.70172,47.68624,496.27424666666667,504.23299499999996,479.5035016666667,0.0,44.27103363706782,38.62929631263926,-219.92175822999994,23.92865675189874,503.48132,495.61699,489.72443,496.41683,504.73422,-1
109,2014-04-26,472.13557,456.75,463.70172,2.84557385,435.0,15.385569999999973,490.17622666666665,497.86464399999994,475.71501066666667,14.285714285714286,42.05531191396829,35.30876398226222,-222.76733207999993,22.95623041496241,471.43037,503.48132,495.61699,489.72443,496.41683,-1
110,2014-04-27,463.6817,435.0,435.0,3.75205363,444.09466,28.681699999999978,479.53780333333333,491.88179899999994,474.0787746666666,14.285714285714286,34.78235046104051,34.36490055622476,-226.51938570999994,22.07990624689475,463.70172,471.43037,503.48132,495.61699,489.72443,-1
111,2014-04-28,455.0942,429.0854,444.09466,5.28039881,445.67967,26.008800000000008,456.7106966666667,484.99700999999993,471.362739,7.142857142857143,38.569443246827944,33.171171905335505,-221.23898689999993,21.29314699580766,435.0,463.70172,471.43037,503.48132,495.61699,1
112,2014-04-29,454.62328,435.6527,445.67967,7.31102956,448.34318,18.97058000000004,447.59879333333333,480.869108,468.99956099999997,-92.85714285714286,39.26096642596734,31.142515918859008,-213.92795733999992,20.617917807646393,444.09466,435.0,463.70172,471.43037,503.48132,0
113,2014-04-30,452.82438,441.23028,448.34318,9.05765928,459.32469,11.594100000000026,441.5914433333333,474.988021,468.43968299999995,-85.71428571428572,40.52663400857398,28.349885073307725,-204.87029805999993,20.071154105862078,445.67967,444.09466,435.0,463.70172,471.43037,0
114,2014-05-01,464.41767,448.0,459.32469,14.50944605,455.16381,16.417669999999987,446.03917,469.348917,467.97159133333327,-78.57142857142857,45.7682549472131,26.64528291997805,-190.36085200999992,19.682939364284334,448.34318,445.67967,444.09466,435.0,463.70172,1
115,2014-05-02,456.08044,446.49411,455.16381,7.07584484,441.03514,9.586330000000032,451.11584666666664,465.639703,466.98241433333334,-64.28571428571429,44.111087076874846,24.671753931409757,-197.43669684999992,19.49935416229402,459.32469,448.34318,445.67967,444.09466,435.0,0
116,2014-05-03,452.07737,432.4255,441.03514,8.50354106,441.99999,19.651869999999974,454.27722666666665,462.18364099999997,467.3670413333333,-64.28571428571429,38.75119697108379,24.39554765549408,-205.94023790999992,19.466901676672066,455.16381,459.32469,448.34318,445.67967,444.09466,-1
117,2014-05-04,445.40401,431.16639,441.99999,1.77169072,429.18,14.23762000000005,451.8412133333333,456.725456,466.6732126666667,-50.0,39.31767281433048,22.944415133280646,-204.1685471899999,19.465013883734233,441.03514,455.16381,459.32469,448.34318,445.67967,0
118,2014-05-05,439.99999,429.18,429.18,5.65738445,431.86952,10.819990000000018,446.0663133333334,450.5773230000001,466.1118296666666,-50.0,34.54222111944639,21.49806868566913,-209.8259316399999,19.42692472376188,441.99999,441.03514,455.16381,459.32469,448.34318,-1
119,2014-05-06,439.68974,422.19,431.86952,5.74595495,441.88615,17.499739999999974,437.40504333333337,446.352286,464.8228296666666,-100.0,36.36634012608436,20.926878873430677,-204.0799766899999,19.364316020311833,429.18,441.99999,441.03514,455.16381,459.32469,0
120,2014-05-07,452.74422,431.61274,441.88615,20.36100047,448.26174,21.13148000000001,434.3498366666667,443.16906600000004,463.82453799999996,-85.71428571428572,43.019357010882246,20.956107605797722,-183.71897621999992,19.377186822677157,431.86952,429.18,441.99999,441.03514,455.16381,1
121,2014-05-08,451.99976,441.809,448.26174,5.78832423,450.62503,10.190759999999955,434.31189,443.85768100000007,463.1514276666667,-85.71428571428572,46.98812881584486,19.41820080496947,-177.93065198999992,19.504072539213304,441.88615,431.86952,429.18,441.99999,441.03514,1
122,2014-05-09,459.22214,441.809,450.62503,4.09387172,454.98804,17.41314,440.67247,444.274389,462.79766266666667,-78.57142857142857,48.48442140170183,19.131763547116687,-173.8367802699999,19.636427538088054,448.26174,441.88615,431.86952,429.18,441.99999,0
123,2014-05-10,458.0,446.0967,454.98804,5.47533447,441.49669,11.903300000000002,446.9243066666666,444.768925,462.718546,-71.42857142857143,51.33716357631247,18.099125897528587,-168.3614457999999,19.70409884364852,450.62503,448.26174,441.88615,431.86952,429.18,0
124,2014-05-11,450.48544,432.87805,441.49669,11.52882673,440.81786,17.60739000000001,451.2916033333333,445.433411,465.4920306666666,-35.714285714285715,43.04499174822618,18.67210648359594,-179.8902725299999,19.740049227930616,454.98804,450.62503,448.26174,441.88615,431.86952,-1
125,2014-05-12,445.22171,432.21299,440.81786,7.19154535,440.779,13.008719999999983,449.03658666666666,443.650611,465.8419203333333,-35.714285714285715,42.65499190955778,17.86305127165366,-187.0818178799999,19.787187325275237,441.49669,454.98804,450.62503,448.26174,441.88615,0
126,2014-05-13,444.7599,436.44999,440.779,4.50666206,445.52,8.309910000000002,445.76753,442.216016,465.60251566666665,-35.714285714285715,42.63011750921599,16.498316804274566,-191.5884799399999,19.92329185441035,440.81786,441.49669,454.98804,450.62503,448.26174,0
127,2014-05-14,445.52,440.779,445.52,0.87112735,449.58704,4.7409999999999854,441.03118333333333,442.190402,465.968819,-35.714285714285715,46.88166369796692,14.818700117949627,-190.7173525899999,20.27224432539482,440.779,440.81786,441.49669,454.98804,450.62503,1
128,2014-05-15,449.58704,440.89001,449.58704,3.01861596,453.83236,8.697029999999984,442.3722866666667,442.54240300000004,465.7842403333333,-35.714285714285715,50.42708926342135,13.944175815385393,-187.6987366299999,20.708222322928712,445.52,440.779,440.81786,441.49669,454.98804,0
129,2014-05-16,453.83236,447.1,453.83236,5.59012563,453.83236,6.7323599999999715,445.2953466666666,444.58310700000004,462.93334566666664,21.42857142857143,54.0302263320806,12.913916413187476,-182.1086109999999,21.000907645137808,449.58704,445.52,440.779,440.81786,441.49669,1
130,2014-05-17,453.83236,446.20001,453.83236,0.20613549,445.56,7.632349999999974,449.64646666666664,446.77939100000003,460.61008533333336,21.42857142857143,54.0302263320806,12.159406925589261,-182.1086109999999,21.03740784608309,453.83236,449.58704,445.52,440.779,440.81786,0
131,2014-05-18,453.80005,445.56,445.56,2.57977675,0.0,8.240049999999997,452.4172533333333,447.974012,458.942901,21.42857142857143,45.81742879621287,11.604114507647937,-184.68838774999992,20.889626051789584,453.83236,453.83236,449.58704,445.52,440.779,-1
132,2014-05-19,0.0,0.0,0.0,0.0,493.42751,0.0,451.0749066666667,447.703838,457.61577833333337,-71.42857142857143,4.487281654477673,73.5978124351268,-184.68838774999992,20.670698059646096,445.56,453.83236,453.83236,449.58704,445.52,-1
133,2014-05-20,498.83996,449.995,493.42751,25.27530064,494.77454,48.844960000000015,299.7974533333333,402.64133499999997,440.799427,7.142857142857143,55.028367981876414,134.3466906586801,-159.4130871099999,20.435936213789674,0.0,445.56,453.83236,453.83236,449.58704,1
134,2014-05-21,497.66941,490.84583,494.77454,4.23843949,530.0,6.8235800000000495,312.99583666666666,406.485282,440.42253666666664,7.142857142857143,55.10133443434562,116.12910342172579,-155.17464761999992,20.087078856497087,493.42751,0.0,445.56,453.83236,453.83236,0
135,2014-05-22,530.0,494.77454,530.0,32.85014711,521.46849,35.22546,329.40068333333335,411.81306699999993,440.3677936666666,21.42857142857143,57.14683414685019,104.57144007576495,-122.32450050999992,19.777073210583893,494.77454,493.42751,0.0,445.56,453.83236,1
136,2014-05-23,548.05423,515.31152,521.46849,14.81544309,529.99999,32.74270999999999,506.06735,420.73128099999997,441.71031266666665,28.571428571428573,56.446150355910106,94.31019292208425,-137.13994359999992,19.152333222957818,530.0,494.77454,493.42751,0.0,445.56,0
137,2014-05-24,529.99999,515.20587,529.99999,2.61761047,574.04983,14.79412000000002,515.4143433333334,428.80023,442.5720293333334,28.571428571428573,57.038746542378796,82.95075393321508,-134.52233312999994,18.970166930637205,521.46849,530.0,494.77454,493.42751,0.0,0
138,2014-05-25,589.0,529.99999,574.04983,15.82522002,583.19989,59.000009999999975,527.15616,437.248229,443.45598499999994,42.85714285714286,60.18538125147674,79.52921908561292,-118.69711310999993,18.443000672479535,529.99999,521.46849,530.0,494.77454,493.42751,1
