Date,High,Low,Close,Volume,Open,H-L,3day MA,10day MA,30day MA,Std_dev,RSI,ATR,Upperband,Middleband,Lowerband,Last 1 Price,Last 2 Price,Last 3 Price,Last 4 Price,Last 5 Price,Target_value,Target_tag
2014-03-08,667.98953,623.0,636.0088,4.19914366,647.9349,44.989529999999945,661.2982033333333,624.213692,637.9540883333334,22.64856289260886,49.76211803416682,55.1111701011445,700.615662976441,660.100682,619.5857010235591,636.20048,666.70413,680.99,680.6,666.9435,0.018751470105445114,1
2014-03-09,658.0,629.05259,647.9349,2.01748158,642.0757,28.94740999999999,646.30447,629.087439,633.5674203333333,19.787698615593364,52.986767793245136,51.37349008669529,688.9649733781902,653.567662,618.1703506218099,636.0088,636.20048,666.70413,680.99,680.6,-0.00904288378354058,0
2014-03-10,684.5,630.0,642.0757,6.30764832,641.0,54.5,640.04806,634.2323,631.3611816666668,12.682942150102694,51.17137456280623,51.82013436002454,668.4727386418565,645.784802,623.0968653581435,647.9349,636.0088,636.20048,666.70413,680.99,-0.0016753476264558579,0
2014-03-11,665.93423,560.0,641.0,18.48654959,632.31094,105.93422999999996,642.0064666666666,641.045751,629.45362,4.913340837140138,50.811812931299905,59.550719451449595,649.4332272867441,640.6439760000001,631.854724713256,642.0757,647.9349,636.0088,636.20048,666.70413,-0.013555475819032825,0
2014-03-12,660.0,550.275,632.31094,8.3160946,653.39758,109.72500000000002,643.6702,647.645751,627.85362,5.983995335906312,47.76206791012805,66.71847381552823,650.5705642784858,639.866068,629.1615717215143,641.0,642.0757,647.9349,636.0088,636.20048,0.03334852944344121,1
2014-03-13,657.99101,620.0,653.39758,4.38727322,631.23955,37.99100999999996,638.4622133333332,653.0768449999999,625.9239846666667,7.921208356766703,55.116842283228415,62.61455041330991,657.513712279753,643.3438239999999,629.1739357202468,632.31094,641.0,642.0757,647.9349,636.0088,-0.0339120172437736,0
2014-03-14,654.91385,550.0,631.23955,24.63109263,646.0,104.91385000000002,642.2361733333333,651.722253,623.8852003333334,8.953640254528228,47.25215773869205,68.65730749712279,656.0215126041784,640.0047539999999,623.9879953958215,653.39758,632.31094,641.0,642.0757,647.9349,0.023383278186545807,1
2014-03-15,646.0,618.29313,646.0,3.19846133,651.95,27.70686999999998,638.9826899999999,646.786208,622.5709886666667,9.344046585896763,52.34782097393068,62.807244997533815,657.5047526807848,640.789614,624.0744753192153,631.23955,653.39758,632.31094,641.0,642.0757,0.009210526315789544,1
2014-03-16,652.0,639.0,651.95,7.61949564,637.73128,13.0,643.54571,643.287208,623.3061280000001,10.60394124603728,54.34780961708533,55.691924283600414,661.9485207644287,642.9796140000001,624.0107072355714,646.0,631.23955,653.39758,632.31094,641.0,-0.021809525270342932,0
2014-03-17,641.14149,616.00101,637.73128,1.9084555,619.78308,25.140480000000025,643.0631833333333,641.811795,622.69314,9.455456989376618,48.837291966309884,52.87150510022894,660.9781176692424,644.0636820000001,627.1492463307578,651.95,646.0,631.23955,653.39758,632.31094,-0.028143828855313368,0
2014-03-18,633.989,610.01,619.78308,9.0488114,620.062,23.979000000000042,645.2270933333333,641.9648749999999,621.974736,12.59029117087634,42.690425772311904,49.27861580019623,659.8629795316657,637.3407820000001,614.8185844683345,637.73128,651.95,646.0,631.23955,653.39758,0.00045002841962057266,1
