Date,High,Low,Close,Volume,Open,H-L,3day MA,10day MA,30day MA,Std_dev,RSI,ATR,Upperband,Middleband,Lowerband,Last 1 Price,Last 2 Price,Last 3 Price,Last 4 Price,Last 5 Price,Target_value,Target_tag
2016-05-13,11.11,9.9388,10.566,49522.84584027,10.113,1.171199999999999,9.7301,9.54047,8.730780000000001,0.5297124644559534,71.8815749059667,0.7470515162122865,10.762378463241818,9.814800000000004,8.867221536758189,10.0,9.8953,9.295,9.3177,9.5202,-0.0428733674048837,0
2016-05-14,11.034,9.71,10.113,42395.22034052,9.9625,1.3239999999999998,10.153766666666668,9.654869999999999,8.812199999999999,0.4576285589864328,61.942847060200336,0.8294727281819598,10.792490853070912,9.973860000000004,9.155229146929095,10.566,10.0,9.8953,9.295,9.3177,-0.014881835261544468,0
2016-05-15,10.42,9.9625,9.9625,12367.17736665,11.076,0.4574999999999996,10.226333333333335,9.72587,8.8653,0.2682640918945327,58.89907244715354,0.7763337670131083,10.58724539631842,10.107360000000003,9.627474603681588,10.113,10.566,10.0,9.8953,9.295,0.11176913425345045,1
2016-05-16,11.47,9.934,11.076,73513.28347616,12.128,1.5360000000000014,10.213833333333334,9.74522,8.92305,0.4749594719552369,70.82980097309087,0.8848575145826645,11.193133332679336,10.343500000000002,9.493866667320669,9.9625,10.113,10.566,10.0,9.8953,0.09498013723365832,1
2016-05-17,12.6,11.085,12.128,154806.03784944,12.973,1.5149999999999988,10.383833333333333,9.909569999999999,9.01155,0.8750881669866153,77.70760880453835,0.976163583927998,12.334505302150134,10.769100000000003,9.203694697849873,11.076,9.9625,10.113,10.566,10.0,0.06967348284960427,1
2016-05-18,14.4,12.082,12.973,117628.21308842,14.564,2.3179999999999996,11.0555,10.18737,9.099183333333334,1.296178324922922,81.62302669615521,1.1678545005097125,13.569174276391518,11.250500000000002,8.931825723608487,12.128,11.076,9.9625,10.113,10.566,0.12263932783473362,1
2016-05-19,14.625,12.881,14.564,119262.934242,13.873,1.7439999999999998,12.059,10.53265,9.23355,1.7637608114480792,86.60607687498722,1.2501610004368966,15.295811256358444,12.140700000000002,8.98558874364156,12.973,12.128,11.076,9.9625,10.113,-0.04744575666025822,0
2016-05-20,14.89,13.31,13.873,103486.2625107,13.818,1.58,13.221666666666666,11.05728,9.428583333333334,1.3821464104789989,76.47406186957079,1.29728085751734,15.395258662950624,12.922800000000004,10.450341337049384,14.564,12.973,12.128,11.076,9.9625,-0.003964535428530218,0
2016-05-21,14.0,13.01,13.818,61166.61445999,14.18,0.9900000000000002,13.803333333333333,11.515080000000001,9.607983333333333,0.939190449269997,75.68124498544101,1.2533835921577199,15.151274950708896,13.471200000000005,11.791125049291114,13.873,14.564,12.973,12.128,11.076,0.02619771312780432,1
2016-05-22,14.51,13.624,14.18,37233.08915192,13.48,0.8859999999999992,14.085,11.907350000000001,9.799679999999999,0.5882994985549258,77.41496107376517,1.2009002218494742,14.933982135918189,13.881600000000002,12.829217864081816,13.818,13.873,14.564,12.973,12.128,-0.04936530324400559,0
2016-05-23,14.49,13.324,13.48,48793.41612324,12.72,1.1660000000000004,13.957,12.32535,10.009496666666667,0.4088716179927103,67.02082489585536,1.1959144758709779,14.71441178552136,13.983000000000004,13.251588214478648,14.18,13.818,13.873,14.564,12.973,-0.056379821958456956,0
2016-05-24,13.82,12.0,12.72,125664.48704643,12.55,1.8200000000000003,13.826,12.61675,10.18104,0.5581766745395034,57.57825746802947,1.2850695507465524,14.612696790179816,13.614200000000006,12.615703209820195,13.48,14.18,13.818,13.873,14.564,-0.01336477987421383,0
2016-05-25,13.0,11.8,12.55,74378.37010833,12.49,1.1999999999999993,13.46,12.87745,10.336673333333332,0.7003076466810709,55.60676199537219,1.2729167577827591,14.60234840251328,13.349600000000006,12.096851597486731,12.72,13.48,14.18,13.818,13.873,-0.004780876494023944,0
2016-05-26,13.067,12.13,12.49,61875.8230613,11.0,0.9369999999999994,12.916666666666666,13.136199999999999,10.50274,0.7294724120897113,54.860905815975705,1.2249286495280793,14.388919920914473,13.084000000000007,11.77908007908554,12.55,12.72,13.48,14.18,13.818,-0.11929543634907928,0
2016-05-27,12.535,10.525,11.0,186857.11786574,11.74,2.01,12.586666666666666,13.277600000000001,10.668606666666667,0.901093779803183,39.90676290310457,1.3370816995954964,14.059925556593553,12.448000000000006,10.836074443406458,12.49,12.55,12.72,13.48,14.18,0.06727272727272729,1
2016-05-28,12.499,10.384,11.74,166348.5400625,12.384,2.115,12.013333333333334,13.1648,10.774273333333333,0.7208675329073922,47.84925900077878,1.4482128853675682,13.38952704508254,12.100000000000007,10.810472954917474,11.0,12.49,12.55,12.72,13.48,0.05485519591141398,1
2016-05-29,12.89,11.63,12.384,136936.07730935,12.748,1.2599999999999998,11.743333333333334,13.041500000000003,10.920173333333334,0.6618679626632419,53.82443009271706,1.4213253303150584,13.216785405315147,12.032800000000007,10.848814594684868,11.74,11.0,12.49,12.55,12.72,0.029392764857881056,1
2016-05-30,12.81,12.3,12.748,41449.06414251,13.865,0.5099999999999998,11.707999999999998,12.823500000000001,11.082406666666667,0.705062266753788,56.96009203125335,1.291135997412907,13.333653725465046,12.072400000000005,10.811146274534964,12.384,11.74,11.0,12.49,12.55,0.08762158770003145,1
2016-05-31,14.276,12.6,13.865,150633.03071605,13.939,1.6760000000000002,12.290666666666667,12.711000000000002,11.216973333333334,1.0781177115695617,65.13390340160434,1.346116569211063,14.275995592652723,12.347400000000006,10.418804407347288,12.748,12.384,11.74,11.0,12.49,0.005337179949513151,1
2016-06-01,14.3,13.46,13.939,92327.40166396,13.85,0.8399999999999999,12.999,12.7157,11.390806666666666,0.9538750966452504,65.62051638852353,1.2738142021809113,14.641543646514204,12.935200000000005,11.228856353485806,13.865,12.748,12.384,11.74,11.0,-0.00638496305330371,0
2016-06-02,14.029,13.608,13.85,44296.05933114,13.779,0.4209999999999994,13.517333333333333,12.6916,11.519139999999998,0.7344124862772856,64.40431322383047,1.1519836018693523,14.670956994272236,13.357200000000006,12.043443005727775,13.939,13.865,12.748,12.384,11.74,-0.005126353790613699,0
