Date,High,Low,Close,Volume,H-L,3day MA,10day MA,30day MA,Std_dev,RSI,ATR,Upperband,Middleband,Lowerband,ADX,Last 1 Price,Last 2 Price,Last 3 Price,Last 4 Price,Last 5 Price,Target_value,Target_tag
2017-07-18,0.1853,0.16,0.17601,4124902.2776626,0.02529999999999999,0.16393,0.187251,0.234341,0.012555621450171318,38.84421415853794,0.027812731724106195,0.1919961784498723,0.16953599999999994,0.14707582155012758,23.989939383959968,0.1689,0.14821,0.17468,0.17988,0.1909,-0.0720981762399864,0
2017-07-19,0.184,0.15854,0.16332,3693457.8313974,0.02546000000000001,0.16437333333333334,0.182166,0.2314786666666667,0.011262416703354674,34.62217131866881,0.027476627192091024,0.18637082347170647,0.16622399999999993,0.14607717652829338,24.757170048575823,0.17601,0.1689,0.14821,0.17468,0.17988,0.1831986284594661,1
2017-07-20,0.19324,0.15752,0.19324,5073410.4970815,0.03572,0.16940999999999998,0.175998,0.2279813333333333,0.016559240018793196,49.25274461471084,0.028654251878935163,0.19955806907020682,0.16993599999999992,0.14031393092979302,24.966802160105903,0.16332,0.17601,0.1689,0.14821,0.17468,-0.03229145104533221,0
2017-07-21,0.19575,0.18187,0.187,4093768.8593411,0.013880000000000003,0.17752333333333334,0.176122,0.22401433333333334,0.012400220965773215,46.79570386982292,0.026543644467658712,0.19987618961239167,0.17769399999999994,0.1555118103876082,25.02415544730494,0.19324,0.16332,0.17601,0.1689,0.14821,0.06417112299465247,1
2017-07-22,0.20199,0.18101,0.199,5105894.3828469,0.02098,0.1811866666666667,0.17707299999999998,0.221458,0.01423438723654803,51.97852904320492,0.02574883811513604,0.20917724598318294,0.18371399999999993,0.15825075401681693,24.729367825591744,0.187,0.19324,0.16332,0.17601,0.1689,-0.008944723618090471,0
2017-07-23,0.20743,0.1865,0.19722,6551203.8318038,0.020930000000000004,0.19308,0.178114,0.21891133333333335,0.01452204117884264,51.147086889121084,0.025060432670116605,0.21393381699835684,0.18795599999999993,0.16197818300164302,24.15255669909009,0.199,0.187,0.19324,0.16332,0.17601,-0.029003143697393787,0
2017-07-24,0.19881,0.19,0.1915,2519523.627906,0.008809999999999985,0.1944066666666667,0.178746,0.21575899999999998,0.004752990637483001,48.35105233651875,0.022738942288671373,0.20209440812947144,0.19359199999999993,0.18508959187052842,23.616946367338553,0.19722,0.199,0.187,0.19324,0.16332,-0.09843342036553528,0
2017-07-25,0.19356,0.16633,0.17265,5805657.7412767,0.027230000000000004,0.19590666666666667,0.179908,0.21312699999999998,0.010535861616403339,40.203091556391016,0.02338052196171832,0.2083211222206497,0.18947399999999992,0.17062687777935015,24.0153260110357,0.1915,0.19722,0.199,0.187,0.19324,-0.0016217781639154502,0
2017-07-26,0.179,0.16409,0.17237,3564416.8271744,0.014909999999999979,0.18712333333333334,0.179705,0.21035066666666666,0.013111409916557454,40.09019508503935,0.022170447395758557,0.21000240308343301,0.1865479999999999,0.1630935969165668,24.461631328489045,0.17265,0.1915,0.19722,0.199,0.187,0.010674711376689728,1
2017-07-27,0.17575,0.16889,0.17421,2450134.4022384,0.006859999999999977,0.17884,0.182121,0.2079996666666667,0.011852229748026358,41.308644135075234,0.0199832406249359,0.2027919131212286,0.18158999999999992,0.16038808687877124,24.87605769469572,0.17237,0.17265,0.1915,0.19722,0.199,-0.07582802364961827,0
2017-07-28,0.17409,0.15608,0.161,3577789.8800963,0.018009999999999998,0.17307666666666666,0.18265199999999998,0.205374,0.010945032206439635,35.48042584977165,0.019718491964230773,0.1939250688236211,0.17434599999999995,0.1547669311763788,25.71439647786507,0.17421,0.17237,0.17265,0.1915,0.19722,0.019254658385093115,1
2017-07-29,0.16875,0.15429,0.1641,2160817.7393554,0.01446,0.16919333333333333,0.181151,0.20201400000000003,0.005910662399427056,37.79736716910421,0.01896727882648352,0.1794393143337412,0.16886599999999993,0.15829268566625868,26.55404833536798,0.161,0.17421,0.17237,0.17265,0.1915,-0.012736136502132898,0
2017-07-30,0.17194,0.161,0.16201,2324130.9186057,0.010940000000000005,0.16643666666666668,0.181229,0.19906666666666664,0.0061193929437486526,36.795173820658945,0.017820524708414446,0.17768470288260632,0.16673799999999994,0.15579129711739356,27.08545905017073,0.1641,0.161,0.17421,0.17237,0.17265,0.01783840503672615,1
2017-07-31,0.168,0.15812,0.1649,2657046.0365728,0.00988,0.16237000000000001,0.178106,0.19632966666666668,0.005250869451814701,39.29892090914223,0.016686164035783813,0.17463704082819007,0.16524399999999995,0.15585095917180983,27.69203075150616,0.16201,0.1641,0.161,0.17421,0.17237,0.07932080048514256,1
2017-08-01,0.18496,0.1586,0.17798,6861328.9364952,0.026360000000000022,0.16366999999999998,0.175896,0.194116,0.0068785986945017205,49.4872634305851,0.018068140602100415,0.17830281141668,0.16599799999999995,0.1536931885833199,26.976354977891,0.1649,0.16201,0.1641,0.161,0.17421,-0.029722440723676757,0
2017-08-02,0.18,0.16808,0.17269,5979180.0607296,0.011919999999999986,0.16829666666666665,0.173794,0.19187,0.006740402806954555,45.97618517499818,0.017189834801800353,0.18039359909766642,0.16833599999999996,0.1562784009023335,26.31179890239121,0.17798,0.1649,0.16201,0.1641,0.161,0.02206265562568753,1
2017-08-03,0.17773,0.16927,0.1765,2991940.4692066,0.008459999999999995,0.17185666666666666,0.171341,0.18921133333333331,0.007065538196061277,48.91301747683537,0.015942715544400302,0.1834552189632143,0.17081599999999994,0.1581767810367856,25.694711117998544,0.17269,0.17798,0.1649,0.16201,0.1641,-0.015920679886685437,0
2017-08-04,0.177,0.17075,0.17369,3306172.2359223,0.006249999999999978,0.17572333333333334,0.169841,0.18693566666666667,0.005077329022232143,46.801998370628276,0.014558041895200257,0.18223460227027757,0.17315199999999994,0.16406939772972232,25.12170103249107,0.1765,0.17269,0.17798,0.1649,0.16201,0.0646554205768898,1
2017-08-05,0.192,0.17147,0.18492,9005163.8827267,0.020529999999999993,0.17429333333333333,0.16994499999999998,0.18432433333333337,0.004830820841223644,55.447092367537024,0.015411178767314505,0.185797635030483,0.17715599999999995,0.1685143649695169,23.4484169212813,0.17369,0.1765,0.17269,0.17798,0.1649,-0.023577763357127423,0
2017-08-06,0.1895,0.17804,0.18056,3637879.8825414,0.011459999999999998,0.17837,0.1712,0.1821606666666667,0.00507258021129294,51.772313351629066,0.014846724657698148,0.18674610733901928,0.17767199999999997,0.16859789266098066,21.894653103729365,0.18492,0.17369,0.1765,0.17269,0.17798,-0.008085954807266222,0
2017-08-07,0.18228,0.1759,0.1791,6329010.4828696,0.006379999999999997,0.17972333333333335,0.17183500000000002,0.18057933333333331,0.004240445731288251,50.511186110747595,0.013637192563741268,0.18653953992805142,0.17895399999999997,0.17136846007194853,20.606150274099956,0.18056,0.18492,0.17369,0.1765,0.17269,0.07498604131769959,1
2017-08-08,0.19908,0.17631,0.19253,11239340.893988,0.022770000000000012,0.1815266666666667,0.173645,0.17898733333333333,0.007050159572662227,60.47469375896277,0.01494187934034966,0.19477170884535835,0.18215999999999996,0.16954829115464157,20.020989628701606,0.1791,0.18056,0.18492,0.17369,0.1765,-0.052770996727782696,0
2017-08-09,0.19609,0.18,0.18237,6646946.4425606,0.016089999999999993,0.18406333333333336,0.176488,0.17790499999999998,0.005292771485715299,51.62835234479669,0.015105896577442565,0.19336399746514707,0.18389599999999998,0.17442800253485288,19.47762617226028,0.19253,0.1791,0.18056,0.18492,0.17369,-0.01080221527663541,0
2017-08-10,0.18521,0.1777,0.1804,4788479.7907359,0.007510000000000017,0.18466666666666667,0.17852400000000002,0.17758400000000002,0.005457588295208871,50.03187828373646,0.014020768494950773,0.19275483073703364,0.182992,0.17322916926296633,18.778200179729833,0.18237,0.19253,0.1791,0.18056,0.18492,-0.0052106430155210446,0
2017-08-11,0.185,0.17546,0.17946,10266217.630605,0.009539999999999993,0.18510000000000001,0.180074,0.177681,0.005600434804548737,49.214948395771884,0.013380658709957804,0.1927903623412201,0.182772,0.17275363765877988,17.93425422959637,0.1804,0.18237,0.19253,0.1791,0.18056,-0.041569151900145,0
2017-08-12,0.18246,0.17127,0.172,7279981.5110617,0.011190000000000005,0.18074333333333334,0.18022200000000002,0.17737666666666665,0.0073812241532147565,42.95318256797486,0.013067707465678119,0.1945559351710024,0.18135199999999996,0.16814806482899752,16.786745439693952,0.17946,0.1804,0.18237,0.19253,0.1791,-0.032383720930232514,0
