Date,High,Low,Close,Volume,Open,H-L,3day MA,10day MA,30day MA,Std_dev,RSI,ATR,Upperband,Middleband,Lowerband,Last 1 Price,Last 2 Price,Last 3 Price,Last 4 Price,Last 5 Price,Target_value,Target_tag
2016-10-01,1.2653,1.1628,1.1794,68715.00185126,1.1949,0.10250000000000004,1.2642,1.23713,1.3283433333333332,0.04651666368087769,35.451783699875634,0.06872240040664279,1.315611537661534,1.2323999999999997,1.1491884623384654,1.2686,1.2842,1.2398,1.19,1.2047,0.013142275733423834,1
2016-10-02,1.2199,1.17,1.1949,111906.6502761,1.19,0.049900000000000055,1.2440666666666667,1.23245,1.3192899999999999,0.04543921214105591,38.78240051705678,0.06603348606283668,1.3146641337531122,1.23338,1.1520958662468876,1.1794,1.2686,1.2842,1.2398,1.19,-0.004100761570005964,0
2016-10-03,1.22,1.16,1.19,74485.0052541,1.162,0.06000000000000005,1.2143,1.22625,1.3121433333333334,0.048998693860141586,38.08353346611555,0.06517155948243145,1.3110715282239425,1.2234200000000002,1.1357684717760579,1.1949,1.1794,1.2686,1.2842,1.2398,-0.023529411764705903,0
2016-10-04,1.2042,1.1266,1.162,137325.69169356,1.1971,0.07759999999999989,1.1881,1.22236,1.30637,0.04091188091495992,34.12979423409831,0.06694705098494122,1.2721653974505327,1.1989800000000002,1.1257946025494676,1.19,1.1949,1.1794,1.2686,1.2842,0.03020654044750442,1
2016-10-05,1.23,1.155,1.1971,120289.70047887,1.1758,0.07499999999999996,1.1823,1.2128799999999997,1.2972,0.01439850686702801,42.54221984180956,0.06809747227280676,1.2104368321032424,1.18468,1.1589231678967575,1.162,1.19,1.1949,1.1794,1.2686,-0.01779299974939445,0
2016-10-06,1.193,1.1611,1.1758,18006.49988586,1.1744,0.03190000000000004,1.1830333333333334,1.2110699999999999,1.2881033333333332,0.014812595991245167,39.130505332367896,0.06351211909097722,1.2104575772476371,1.18396,1.1574624227523627,1.1971,1.162,1.19,1.1949,1.1794,-0.0011906786868513743,0
2016-10-07,1.1885,1.1573,1.1744,15201.32870082,1.1887,0.031199999999999894,1.1783,1.20818,1.27748,0.013832136494404906,38.89982997995124,0.05889610207798046,1.2046036779802947,1.1798600000000001,1.1551163220197056,1.1758,1.1971,1.162,1.19,1.1949,0.012176430517711154,1
2016-10-08,1.1989,1.163,1.1887,12814.36673653,1.1733,0.03590000000000004,1.1824333333333332,1.20662,1.2669233333333334,0.01360422728418812,42.77618101317772,0.055610944638268975,1.203935981590897,1.1796000000000002,1.1552640184091034,1.1744,1.1758,1.1971,1.162,1.19,-0.012955329351392344,0
2016-10-09,1.1913,1.1659,1.1733,10864.78620946,1.1557,0.02540000000000009,1.1796333333333335,1.20151,1.2573566666666667,0.010543860772973472,39.72295186398374,0.05129509540423056,1.200721431546756,1.1818600000000001,1.1629985684532442,1.1887,1.1744,1.1758,1.1971,1.162,-0.015000426148470178,0
2016-10-10,1.1787,1.15,1.1557,44188.97868433,1.101,0.02870000000000017,1.1788,1.19042,1.2494566666666667,0.011768474837456291,36.38398489202876,0.04806722463219765,1.1946320877822914,1.17358,1.1525279122177088,1.1733,1.1887,1.1744,1.1758,1.1971,-0.04733062213377172,0
2016-10-11,1.181,1.1,1.101,243630.06961877,1.0199,0.08099999999999996,1.1725666666666665,1.17913,1.240433333333333,0.03427064341385827,28.119653039463298,0.05277190682759798,1.2199251906447723,1.1586200000000002,1.097314809355228,1.1557,1.1733,1.1887,1.1744,1.1758,-0.07366030881017252,0
2016-10-12,1.1126,1.0105,1.0199,274825.75609846,1.0067,0.10210000000000008,1.1433333333333333,1.17129,1.2324866666666667,0.06877152026820253,20.39334522061173,0.05981877728079828,1.2507422353885438,1.12772,1.0046977646114563,1.101,1.1557,1.1733,1.1887,1.1744,-0.012942445337778313,0
2016-10-13,1.0548,0.983,1.0067,236321.45185475,0.995,0.07179999999999997,1.0921999999999998,1.15379,1.2222133333333334,0.07619148246359139,19.416472503621428,0.061530380526398525,1.2276154672760382,1.09132,0.955024532723962,1.0199,1.101,1.1557,1.1733,1.1887,-0.011622131717492733,0
2016-10-14,1.0187,0.99,0.995,68835.0113415,0.999,0.028699999999999948,1.0425333333333333,1.13546,1.2124366666666666,0.06967641638316166,18.531315689829,0.05684032616548444,1.1803009627690433,1.05566,0.9310190372309568,1.0067,1.0199,1.101,1.1557,1.1733,0.004020100502512567,1
2016-10-15,1.0088,0.99,0.999,6869.60650619,1.137,0.018799999999999928,1.0072,1.11876,1.2025733333333335,0.043904976938835695,19.935158191615265,0.051405993856129505,1.1028596103886186,1.02432,0.9457803896113812,0.995,1.0067,1.0199,1.101,1.1557,0.13813813813813816,1
2016-10-16,1.1476,0.9922,1.137,56442.49323232,1.0764,0.15539999999999998,1.0002333333333333,1.0989499999999999,1.1928733333333335,0.05972509522805054,52.02264057083611,0.066262280448111,1.138359498314037,1.03152,0.924680501685963,0.999,0.995,1.0067,1.0199,1.101,-0.05329815303430078,0
