Date,High,Low,Close,Volume,H-L,3day MA,10day MA,30day MA,Std_dev,RSI,ATR,Upperband,Middleband,Lowerband,ADX,Last 1 Price,Last 2 Price,Last 3 Price,Last 4 Price,Last 5 Price,Target_value,Target_tag
2020-12-14,30.237,29.1,29.487,1174.25283779,1.136999999999997,29.971666666666664,29.9868,29.745,0.3676442574011028,44.03597769502292,1.2893983646748448,30.640062040869196,29.982399999999995,29.324737959130793,60.76175928535689,30.067,29.962,29.886,30.51,30.69,-0.014107911961203135,0
2020-12-15,29.846,29.06,29.071,1227.19484082,0.7860000000000014,29.83866666666667,30.0243,29.7529,0.4119445351015303,39.97455666331411,1.2174843125784385,30.431508786756773,29.694599999999998,28.957691213243223,59.4924683035135,29.487,30.067,29.962,29.886,30.51,-0.020948711774620817,0
2020-12-16,29.658,27.95,28.462,2507.33048474,1.708000000000002,29.541666666666668,29.940700000000003,29.80456666666667,0.6625531676779037,34.70326347420907,1.2875579822100904,30.595011137308354,29.409799999999997,28.22458886269164,57.01466433461184,29.071,29.487,30.067,29.962,29.886,-0.005305319373199347,0
2020-12-17,29.405,28.242,28.311,1023.93175338,1.1630000000000003,29.006666666666664,29.853500000000004,29.83993333333333,0.7268395971602226,33.47206464146319,1.269763984751506,30.379810198391453,29.079599999999992,27.77938980160853,54.71384636348886,28.462,29.071,29.487,30.067,29.962,0.003779449683868437,1
2020-12-18,28.921,28.291,28.418,248.22135588,0.629999999999999,28.61466666666667,29.645599999999995,29.793300000000002,0.5079613174249062,35.301886650158224,1.178369129787005,29.658468828562402,28.749799999999993,27.841131171437585,52.577372533160386,28.311,28.462,29.071,29.487,30.067,-0.01115490182278838,0
2020-12-19,28.89,28.101,28.101,862.44199042,0.7890000000000015,28.397000000000002,29.486399999999996,29.779233333333334,0.36241454165093495,32.337472481498565,1.1227449683888615,29.120906840933486,28.472599999999993,27.8242931590665,50.357502099979435,28.418,28.311,28.462,29.071,29.487,0.006014020853350432,1
2020-12-20,28.472,27.91,28.27,289.2400416,0.5620000000000012,28.276666666666667,29.2275,29.752333333333336,0.141440093325982,35.581834310523455,1.04263854433331,28.565415730736483,28.312399999999997,28.05938426926351,48.054394288998175,28.101,28.418,28.311,28.462,29.071,-0.11570569508312702,0
2020-12-21,28.31,24.037,24.999,4020.54111709,4.273,28.263,29.003500000000003,29.725666666666665,1.4695055971312567,17.4073910888576,1.504118752285694,30.248531526801465,27.619799999999998,24.99106847319853,46.51947728098387,28.27,28.101,28.418,28.311,28.462,-0.015920636825473008,0
2020-12-22,25.476,24.4,24.601,221.44199155,1.0760000000000005,27.12333333333333,28.514799999999997,29.554733333333335,1.9052796907541218,16.269839500688867,1.442958930530595,30.286067923740752,26.877799999999997,23.46953207625924,45.09419720211344,24.999,28.27,28.101,28.418,28.311,-0.10609324824194137,0
2020-12-23,24.97,21.299,21.991,2497.50054039,3.6709999999999994,25.956666666666663,27.978699999999996,29.403033333333333,2.634753081410129,10.977474332282164,1.761250511883367,30.305589595168065,25.592399999999994,20.879210404831923,45.13424846422841,24.601,24.999,28.27,28.101,28.418,0.07302987585830574,1
2020-12-24,24.222,22.006,23.597,530.99817442,2.216000000000001,23.863666666666663,27.171099999999996,29.1651,2.312954776903389,27.339051117617824,1.8283575816143147,28.82913928803109,24.691599999999994,20.554060711968898,45.171438921906606,21.991,24.601,24.999,28.27,28.101,0.026401661228122115,1
2020-12-25,24.49,23.099,24.22,858.03067315,1.3909999999999982,23.396333333333335,26.582099999999997,28.958033333333333,1.1764352085857674,32.734328223192584,1.7658779270979839,25.98607127801748,23.881599999999995,21.77712872198251,44.941780519708615,23.597,21.991,24.601,24.999,28.27,-0.026465730800990846,0
2020-12-26,24.17,23.404,23.579,323.65798927000003,0.7660000000000018,23.269333333333336,26.096999999999998,28.7114,0.9969582739514468,30.143553541014494,1.6301810803697003,25.38101317702906,23.597599999999993,21.814186822970925,44.728526289096195,24.22,23.597,21.991,24.601,24.999,-0.04860257008354895,0
2020-12-27,23.569,22.264,22.433,1788.34008808,1.3049999999999997,23.798666666666666,25.6087,28.5004,0.9199374978770375,26.00406598332062,1.5851552117454575,24.809634224243254,23.163999999999994,21.518365775756735,44.9920683707441,23.579,24.22,23.597,21.991,24.601,-0.013818927472919303,0
2020-12-28,23.083,21.94,22.123,4180.35950984,1.1429999999999971,23.410666666666668,25.0209,28.246533333333332,0.8788354794842218,24.96092638724603,1.521990181496106,24.762508698532315,23.190399999999993,21.61829130146767,45.358193754024065,22.433,23.579,24.22,23.597,21.991,-0.08186050716448943,0
2020-12-29,22.207,20.01,20.312,8687.14151667,2.196999999999999,22.711666666666662,24.391399999999997,27.983833333333333,1.5042460902393213,19.7532023437582,1.6184201555680908,25.224277210130655,22.533399999999993,19.84252278986933,46.31990808074575,22.123,22.433,23.579,24.22,23.597,0.051152028357621004,1
2020-12-30,21.971,20.203,21.351,2410.70019453,1.7680000000000007,21.62266666666667,23.6125,27.65856666666667,1.2204756449844902,29.276756449847525,1.6397887047726496,24.142853205654585,21.95959999999999,19.776346794345397,47.21292852698731,20.312,22.123,22.433,23.579,24.22,0.1460353145051755,1
2020-12-31,26.097,21.02,24.469,7773.13283576,5.077000000000002,21.262,22.9206,27.353,1.5390301491524787,49.50748197766171,2.1308188898051283,24.890700826341295,22.137599999999992,19.38449917365869,44.61624071498429,21.351,20.312,22.123,22.433,23.579,-0.09162613919653442,0
2021-01-01,24.863,21.96,22.227,3352.42584254,2.9029999999999987,22.044,22.867600000000003,27.159133333333333,1.5318860270921928,40.20426005292681,2.241130476975824,24.83672103228808,22.096399999999996,19.356078967711912,42.20503060383863,24.469,21.351,20.312,22.123,22.433,-0.02227021190444059,0
2021-01-02,23.185,21.349,21.732,6783.57870209,1.8359999999999985,22.682333333333332,22.630200000000002,26.879266666666663,1.5401463242173794,38.411406303624624,2.1832546945507056,24.773297500997142,22.018199999999993,19.263102499002844,40.280001962774904,22.227,24.469,21.351,20.312,22.123,-0.010445426099760737,0
2021-01-03,21.895,20.96,21.505,7170.34901214,0.9349999999999987,22.80933333333333,22.604300000000002,26.587400000000002,1.2802156849532418,37.54757708733553,2.004932595329176,24.546919437933557,22.25679999999999,19.966680562066426,38.69042603872846,21.732,22.227,24.469,21.351,20.312,-0.009718670076726325,0
2021-01-04,22.92,20.931,21.296,8426.09902793,1.9890000000000008,21.82133333333333,22.3951,26.333833333333335,1.290142123953907,36.692860365861016,2.0026565102821507,24.55367639183749,22.245799999999992,19.937923608162492,36.4985142343522,21.505,21.732,22.227,24.469,21.351,0.016998497370398286,1
2021-01-05,22.413,20.989,21.658,1696.67949522,1.4239999999999995,21.511,22.1027,26.0468,0.3465592301473371,39.381664082536275,1.9199912945275577,22.30354399747153,21.68359999999999,21.063656002528454,34.46316755885996,21.296,21.505,21.732,22.227,24.469,0.018930649182750028,1
2021-01-06,22.54,21.487,22.068,2814.58426281,1.0530000000000008,21.486333333333334,21.910600000000002,25.79093333333333,0.2862851725121583,42.493734273626835,1.7961353953093353,22.16392248535002,21.65179999999999,21.13967751464996,32.48020312541344,21.658,21.296,21.505,21.732,22.227,0.00208446619539602,1
2021-01-07,22.977,21.83,22.114,6165.81913655,1.147000000000002,21.674000000000003,21.8741,25.51353333333333,0.3556152415185747,42.86397305579499,1.703401767408002,22.364343883096186,21.728199999999994,21.0920561169038,30.3129698001374,22.068,21.658,21.296,21.505,21.732,-0.02527810436827354,0
2021-01-08,22.307,21.154,21.555,2507.35469356,1.1529999999999987,21.94666666666667,21.8732,25.250333333333334,0.3483994833525356,39.396369477824656,1.624772943492573,22.36143594248132,21.738199999999996,21.11496405751867,28.76537499807323,22.114,22.068,21.658,21.296,21.505,0.02598005103224304,1
2021-01-09,22.631,21.348,22.115,2114.25215973,1.2830000000000013,21.912333333333333,21.9975,24.945833333333333,0.27286168657455206,44.46010286899712,1.5759482372793485,22.390109823708585,21.901999999999994,21.413890176291403,27.070789875157622,21.555,22.114,22.068,21.658,21.296,0.04345466877684839,1
2021-01-10,24.239,22.0,23.076,9421.45945776,2.2390000000000008,21.927999999999997,22.0739,24.665999999999997,0.5510011796723316,52.174769208899704,1.670669917668013,23.171260874743883,22.185599999999994,21.199939125256105,25.907368167719362,22.115,21.555,22.114,22.068,21.658,-0.07410296411856478,0
2021-01-11,23.192,21.0,21.366,9540.38103577,2.192,22.248666666666665,21.9346,24.439,0.6659134328126332,40.82343590220244,1.7451456437154398,23.23642216231941,22.045199999999994,20.853977837680578,24.101849192433452,23.076,22.115,21.555,22.114,22.068,-0.013666573060001781,0
2021-01-12,21.972,21.0,21.074,614.35598719,0.9720000000000013,22.185666666666666,21.848499999999998,24.152466666666665,0.7899270219458946,39.185666182666495,1.6346962660418056,23.25026441466809,21.837199999999992,20.424135585331893,22.425295858239394,21.366,23.076,22.115,21.555,22.114,0.03184018221505169,1
2021-01-13,21.951,21.0,21.745,2423.75998991,0.9510000000000005,21.83866666666667,21.7827,23.852700000000002,0.7774289035019915,44.90025590706095,1.5370253708929764,23.265907100722664,21.875199999999996,20.484492899277328,20.868496333630628,21.074,21.366,23.076,22.115,21.555,-0.009335479420556422,0
2021-01-14,22.233,21.415,21.542,736.84434745,0.8180000000000014,21.395,21.8067,23.594633333333334,0.7754732748459562,43.50876026304649,1.4343074607654085,23.147808765831716,21.760599999999997,20.373391234168277,19.64484182357284,21.745,21.074,21.366,23.076,22.115,0.001206944573391505,1
2021-01-15,22.148,21.312,21.568,2205.24151749,0.8359999999999985,21.453666666666667,21.831300000000002,23.343666666666664,0.25369272752745625,43.75989626752935,1.3488349663703498,21.912819347318624,21.458999999999996,21.005180652681368,18.418560755848006,21.542,21.745,21.074,21.366,23.076,0.042284866468842684,1
2021-01-16,25.0,21.496,22.48,15282.44496577,3.5040000000000013,21.618333333333336,21.8223,23.11386666666667,0.510644886393972,52.15355919117582,1.6567156854603,22.595269342671408,21.681799999999996,20.768330657328583,19.132477357946808,21.568,21.542,21.745,21.074,21.366,0.09982206405693948,1
2021-01-17,26.003,22.49,24.724,32698.95417887,3.5130000000000017,21.863333333333333,21.863500000000002,22.919499999999996,1.3475990501630257,66.1414971847339,1.9233277303945429,24.822458466062812,22.411799999999996,20.00114153393718,20.263312206488102,22.48,21.568,21.542,21.745,21.074,-0.03615919754085107,0
2021-01-18,24.78,23.445,23.83,7232.26790892,1.3350000000000009,22.924000000000003,22.1245,22.796366666666664,1.4107902749878436,58.478986590947734,1.8392809117667512,25.35249836549471,22.828799999999994,20.305101634505277,21.313373137276447,24.724,22.48,21.568,21.542,21.745,-0.0448174569869911,0
2021-01-19,24.216,22.65,22.762,9339.65539197,1.5660000000000025,23.678,22.352,22.654,1.2259939640961814,50.60057328904114,1.8002407815143584,25.265924674978777,23.072799999999994,20.87967532502121,21.54041595862032,23.83,24.724,22.48,21.568,21.542,-0.011993673666637365,0
2021-01-20,23.127,21.788,22.489,6612.31795715,1.3389999999999986,23.772000000000002,22.416700000000002,22.470399999999998,0.9898227113984929,48.71331842053736,1.7343492412980213,25.02764869468788,23.256999999999998,21.486351305312116,21.01250336963751,22.762,23.83,24.724,22.48,21.568,-0.05504913513273153,0
2021-01-21,22.843,21.0,21.251,6570.50219751,1.843,23.026999999999997,22.357999999999997,22.386733333333332,1.3263874622448248,40.92604513470264,1.7498707782554468,25.38391402406613,23.011199999999995,20.63848597593386,19.905865916004945,22.489,22.762,23.83,24.724,22.48,0.04324502376358762,1
2021-01-22,23.2,20.788,22.17,24106.59905884,2.411999999999999,22.167333333333332,22.3465,22.275066666666664,0.9362912474226556,47.883640405197916,1.844460667076097,24.175288700779912,22.500399999999996,20.82551129922008,19.118349915385657,21.251,22.489,22.762,23.83,24.724,0.02580063148398733,1
2021-01-23,23.603,22.188,22.742,13126.07894365,1.4150000000000027,21.97,22.4561,22.28103333333333,0.6245700120885385,51.854224016097724,1.7856805717795117,23.4000648029897,22.282799999999998,21.165535197010296,18.656891173209935,22.17,21.251,22.489,22.762,23.83,0.0037375780494240105,1
2021-01-24,23.163,22.5,22.827,5105.94112027,0.6630000000000003,22.054333333333336,22.555799999999998,22.252533333333336,0.6375787794463341,52.4597284822669,1.625297632953867,23.436335593482358,22.295799999999996,21.155264406517635,18.22839376976105,22.742,22.17,21.251,22.489,22.762,-0.01708503088447893,0
2021-01-25,23.035,22.373,22.437,1888.92930029,0.661999999999999,22.579666666666668,22.6843,22.2061,0.6340538620655798,49.261807651575545,1.487683685389029,23.419630029579544,22.285399999999996,21.151169970420447,17.710404058278755,22.827,22.742,22.17,21.251,22.489,-0.012657663680527809,0
2021-01-26,22.712,21.795,22.153,6926.35883205,0.916999999999998,22.668666666666667,22.7712,22.168033333333334,0.3134177723108174,46.91869150549379,1.4061574446191674,23.02645875539433,22.465799999999994,21.90514124460566,16.68908488057512,22.437,22.827,22.742,22.17,21.251,-0.034171444048210084,0
2021-01-27,22.149,21.234,21.396,3376.12042525,0.9149999999999991,22.472333333333335,22.7385,22.158700000000003,0.5766459052141761,41.0619848406022,1.336563523959286,23.34253555440412,22.310999999999996,21.279464445595874,15.744575470427659,22.153,22.437,22.827,22.742,22.17,0.026453542718265045,1
2021-01-28,22.078,21.323,21.962,998.19308388,0.754999999999999,21.995333333333335,22.405700000000003,22.134466666666665,0.5348929799504549,46.66232884517405,1.2534830205365306,23.111845651084764,22.154999999999994,21.198154348915224,14.867531018147874,21.396,22.153,22.437,22.827,22.742,0.018896275384755447,1
2021-01-29,22.942,21.871,22.377,13398.09587669,1.0710000000000015,21.837,22.218899999999998,22.189466666666664,0.41882036722236654,50.53906056185868,1.2274140176027406,22.814208649175875,22.064999999999994,21.315791350824114,14.342731283222323,21.962,21.396,22.153,22.437,22.827,-0.010591232068641834,0
2021-01-30,22.541,22.014,22.14,3949.4125531,0.527000000000001,21.911666666666665,22.1804,22.223666666666663,0.37122809699735604,48.28434970365216,1.1273548722309206,22.66967300803443,22.005599999999994,21.34152699196556,13.855417243648597,22.377,21.962,21.396,22.153,22.437,0.0008581752484190764,1
2021-01-31,22.606,22.06,22.159,3305.89834574,0.5460000000000029,22.159666666666666,22.1455,22.146033333333335,0.37183289257444446,48.49160207625221,1.0443041761979324,22.671954899253112,22.00679999999999,21.34164510074687,13.463548070116143,22.14,22.377,21.962,21.396,22.153,0.02003700528002178,1
2021-02-01,24.024,22.06,22.603,17280.54449254,1.9640000000000022,22.225333333333328,22.2363,22.14376666666667,0.2470054655271316,53.40107951343618,1.1756892938839425,22.690056809385915,22.24819999999999,21.806343190614065,14.260762372745527,22.159,22.14,22.377,21.962,21.396,-0.006901738707251354,0
2021-02-02,22.961,22.349,22.447,15232.62329484,0.6119999999999983,22.300666666666668,22.2796,22.1728,0.19660417086184356,51.46224774056355,1.095162251900522,22.69689623256485,22.34519999999999,21.993503767435133,15.001032796615666,22.603,22.159,22.14,22.377,21.962,0.03252104958346329,1
2021-02-03,23.444,22.43,23.177,13800.05611226,1.0139999999999993,22.403000000000002,22.2501,22.2042,0.4235247336346121,59.25084855018049,1.0835676444861615,23.26282407564734,22.50519999999999,21.747575924352642,16.04102460087961,22.447,22.603,22.159,22.14,22.377,-0.011520041420373623,0
2021-02-04,23.258,22.739,22.91,1184.96729185,0.5189999999999984,22.742333333333335,22.2851,22.266900000000003,0.39667518198176394,55.5810085383395,1.002915123845281,23.36879413751842,22.65919999999999,21.94960586248156,17.006731276267555,23.177,22.447,22.603,22.159,22.14,0.07664775207333044,1
2021-02-05,25.602,22.869,24.666,18317.23630981,2.7330000000000005,22.844666666666665,22.3324,22.308633333333333,0.8873332519410362,69.53987187767427,1.250070106153098,24.747909976029064,23.160599999999988,21.573290023970912,19.25854254639596,22.91,23.177,22.447,22.603,22.159,-0.017189653774426314,0
2021-02-06,25.208,23.851,24.242,9057.48596966,1.3569999999999993,23.584333333333333,22.5837,22.395233333333337,0.9314887546289797,64.07054769800489,1.265345805274084,25.15469774050176,23.488399999999988,21.822102259498216,21.349510154372336,24.666,22.91,23.177,22.447,22.603,-0.007342628495998714,0
2021-02-07,24.592,23.705,24.064,2024.28354575,0.8870000000000005,23.939333333333337,22.868299999999998,22.466166666666666,0.740700479276367,61.775851540819026,1.2112964045206436,25.13680529810312,23.811799999999987,22.486794701896855,23.088649057424114,24.242,24.666,22.91,23.177,22.447,0.13439162234042545,1
2021-02-08,28.633,23.873,27.298,32161.1736563,4.759999999999998,24.324,23.0785,22.5498,1.6239334961753258,77.93123600697879,1.7182540610176942,27.5409805507095,24.63599999999999,21.73101944929048,26.109961858384178,24.064,24.242,24.666,22.91,23.177,0.5668913473514545,1
2021-02-09,51.864,27.107,42.773,104848.76596064,24.756999999999998,25.201333333333334,23.5706,22.72256666666667,8.025156995349072,93.2618906242014,5.00950348087231,42.96443725736681,28.60859999999999,14.252762742633168,30.62588064046773,27.298,24.064,24.242,24.666,22.91,-0.08846702358964781,0
2021-02-10,47.731,35.112,38.989,105486.2038921,12.619,31.378333333333334,25.6339,23.379133333333336,8.786232451967116,78.29910425009481,6.096574412176265,47.19049042297048,31.47319999999999,15.755909577029506,34.8192337952596,42.773,27.298,24.064,24.242,24.666,0.04529482674600542,1
2021-02-11,43.7,36.903,40.755,41606.74862176,6.797000000000004,36.35333333333333,27.316900000000004,23.96656666666667,8.48700840697121,79.98509034410657,6.196635210436798,49.95782217887991,34.77579999999999,19.59377782112007,38.71306172470919,38.989,42.773,27.298,24.064,24.242,0.056655625076677645,1
2021-02-12,44.764,39.273,43.064,18639.3214843,5.491,40.839000000000006,29.1321,24.6226,6.516687172175744,82.03777491520572,6.095830180374398,50.23320440406868,38.575799999999994,26.918395595931308,42.35776482067615,40.755,38.989,42.773,27.298,24.064,-0.03192922162362995,0
2021-02-13,47.1,39.811,41.689,31673.27788729,7.2890000000000015,40.936,31.1938,25.333233333333332,1.6546836555667734,76.76359231295977,6.2662830117494845,44.413988108084425,41.45399999999999,38.49401189191556,45.80265416056617,43.064,40.755,38.989,42.773,27.298,0.16906138309865917,1
2021-02-14,52.536,41.23,48.737,49269.83284158,11.306000000000004,41.836,33.045,26.0048,3.7128284635840374,83.04814358828953,6.986242581499559,49.28850946669617,42.64679999999999,36.005090533303814,49.116769924478696,41.689,43.064,40.755,38.989,42.773,-0.12877280095204882,0
2021-02-15,50.454,35.974,42.461,74762.47921182,14.480000000000004,44.49666666666667,35.627700000000004,26.910433333333334,3.13785136677947,65.34381906110377,8.05677935557105,48.954359167527784,43.34119999999999,37.7280408324722,50.11446429025212,48.737,41.689,43.064,40.755,38.989,-0.004922163868019973,0
2021-02-16,45.84,40.201,42.252,27323.30183835,5.639000000000003,44.29566666666667,37.4072,27.57646666666667,2.8911143699272404,64.82607510891197,7.711382304775186,48.812382609507246,43.64059999999999,38.46881739049274,51.04089477275602,42.461,48.737,41.689,43.064,40.755,0.028921707848149063,1
2021-02-17,44.696,40.347,43.474,27355.41890799,4.348999999999997,44.48333333333333,39.2082,28.160733333333333,2.8764490782907637,66.56846095080137,7.231041975521587,48.86814853830003,43.72259999999999,38.57705146169996,51.90115164936678,42.252,42.461,48.737,41.689,43.064,-0.00202419837144026,0
2021-02-18,44.414,42.533,43.386,17174.02991349,1.8810000000000002,42.729000000000006,41.14919999999999,28.815533333333335,2.669159324581389,66.3023782762865,6.466750264732789,48.83673735403317,44.062,39.28726264596683,52.69996160621963,43.474,42.252,42.461,48.737,41.689,0.019199741852210354,1
2021-02-19,44.219,41.289,44.219,25079.103458,2.9299999999999997,43.03733333333333,42.757999999999996,29.503,0.8037731645183137,67.67818878372024,5.961500226913819,44.59623314748321,43.15839999999999,41.720566852516775,52.9057836992586,43.386,43.474,42.252,42.461,48.737,-0.0332662430177074,0
2021-02-20,49.103,41.91,42.748,46556.57717566,7.193000000000005,43.693000000000005,42.9026,30.227333333333334,0.7499654658714515,62.60059421694706,6.137428765926131,44.55737900997416,43.21579999999999,41.87422099002581,53.6135659019073,44.219,43.386,43.474,42.252,42.461,0.03265649854963977,1
2021-02-21,45.909,42.465,44.144,22644.85015336,3.4439999999999955,43.451,43.278499999999994,30.9439,0.6054966556470606,65.37413876210047,5.752653227936683,44.677345345742296,43.59419999999999,42.51105465425768,54.270792232938234,42.748,44.219,43.386,43.474,42.252,-0.12316509604929317,0
2021-02-22,44.144,31.0,38.707,90245.4820662,13.143999999999998,43.70366666666666,43.617399999999996,31.67636666666667,2.279908046391299,49.341382385569396,6.808559909660014,46.719223499344075,42.64079999999999,38.56237650065591,51.308883299654376,44.144,42.748,44.219,43.386,43.474,-0.08856279225979789,0
2021-02-23,39.082,31.505,35.279,71985.21941788,7.577000000000002,41.86633333333334,43.1817,32.208533333333335,3.914332931675564,42.03005582121568,6.918337065422869,48.02157161743431,41.01939999999999,34.01722838256567,48.558539290176505,38.707,44.144,42.748,44.219,43.386,0.04362368547861317,1
2021-02-24,38.137,34.364,36.818,32074.2551129,3.7730000000000032,39.376666666666665,42.5407,32.623599999999996,3.7995845430783417,46.06645548731799,6.469003198933889,46.33610345966463,39.539199999999994,32.74229654033536,46.00464842423276,35.279,38.707,44.144,42.748,44.219,-0.0469064044760714,0
2021-02-25,37.429,34.614,35.091,16293.21787725,2.815000000000005,36.934666666666665,41.3488,33.10296666666667,3.725302900436404,42.34431602160013,5.947002741943334,44.67182441772249,38.007799999999996,31.3437755822775,43.63317833442786,36.818,35.279,38.707,44.144,42.748,0.029124276880111665,1
2021-02-26,36.369,33.148,36.113,29872.07952231,3.2209999999999965,35.72933333333334,40.6118,33.53423333333333,1.4619722295583895,45.28742330484213,5.557573778808572,39.01685542920784,36.401599999999995,33.78634457079215,41.02679619795324,35.091,36.818,35.279,38.707,44.144,0.0517819067925677,1
2021-02-27,38.689,35.606,37.983,36819.67179958,3.0829999999999984,36.00733333333333,39.9979,34.0248,1.1864414018399432,50.48980090200877,5.204063238978776,38.379170900667795,36.2568,34.1344290993322,39.12909480174473,36.113,35.091,36.818,35.279,38.707,-0.05326066924676819,0
2021-02-28,38.098,34.931,35.96,36172.05791282,3.1670000000000016,36.39566666666667,39.4488,34.55883333333334,1.0804880841545315,45.252969588559885,4.913054204838951,38.325835844038465,36.393,34.460164155961536,37.16999859509433,37.983,36.113,35.091,36.818,35.279,0.06746384872080094,1
2021-03-01,39.319,35.938,38.386,32612.49995577,3.3810000000000002,36.68533333333333,38.7062,35.0116,1.4115166665682433,51.97336085988996,4.694189318433387,39.23159777425704,36.706599999999995,34.18160222574295,35.633538822484404,35.96,37.983,36.113,35.091,36.818,-0.005965716667535203,0
2021-03-02,38.986,37.288,38.157,23970.19964226,1.6980000000000004,37.443000000000005,38.1229,35.553133333333335,1.181412586694383,51.30457467736144,4.2661622729429025,39.433175082658146,37.3198,35.206424917341856,34.20682617648948,38.386,35.96,37.983,36.113,35.091,0.09759677123463595,1
2021-03-03,44.912,38.287,41.881,57214.05587272,6.625,37.501,37.6638,36.086400000000005,2.1375896004612023,60.583734887085484,4.621710519665345,42.29723652370247,38.4734,34.64956347629752,34.095739520406724,38.157,38.386,35.96,37.983,36.113,-0.04130751414722659,0
2021-03-04,43.184,40.0,40.151,31838.16421328,3.1839999999999975,39.47466666666667,37.4375,36.729000000000006,2.2310850499252304,55.096730688481756,4.416323302570295,42.89808626817336,38.907,34.915913731826635,33.99258762547274,41.881,38.157,38.386,35.96,37.983,0.015093023835022652,1
2021-03-05,40.757,38.409,40.757,24576.33647821,2.347999999999999,40.063,37.581900000000005,37.319133333333326,1.5848037102429504,56.64414306867766,4.120848545060253,42.701383061677916,39.8664,37.03141693832208,33.337498761973826,40.151,41.881,38.157,38.386,35.96,-0.002429030595971162,0
2021-03-06,40.91,39.04,40.658,25887.36462871,1.8699999999999974,40.92966666666667,38.1297,37.90513333333333,1.3646483796201143,56.28764573809675,3.7992987529087885,42.76195723377267,40.3208,37.87964276622733,32.76182990916408,40.757,40.151,41.881,38.157,38.386,0.02336563529932598,1
2021-03-08,41.877,40.648,41.608,7509.15643701,1.2289999999999992,40.522,38.5137,38.496733333333324,0.7144987753661726,59.068629725634715,3.4321132167789616,42.28913426524754,41.011,39.732865734752465,32.43924481584248,40.658,40.757,40.151,41.881,38.157,0.011512209190540433,1
2021-03-09,42.5,41.28,42.087,7523.68963336,1.2199999999999989,41.007666666666665,39.1654,39.06146666666667,0.7801318478307104,60.49429806218517,3.1160970429533954,42.447742274529745,41.052200000000006,39.65665772547027,32.27713903418724,41.608,40.658,40.757,40.151,41.881,0.0044194169220899545,1
2021-03-10,44.104,41.223,42.273,15641.47180589,2.8810000000000002,41.451,39.7628,39.6563,0.7436459507048593,61.08639610754702,3.0825117511029103,42.80687431757499,41.476600000000005,40.14632568242502,32.4717999879631,42.087,41.608,40.658,40.757,40.151,0.0021999858065430986,1
2021-03-11,43.105,41.689,42.366,9660.99866719,1.4159999999999968,41.98933333333333,40.1918,40.26326666666667,0.7013325174264418,61.41171690439783,2.8444386438024942,43.052981747038025,41.7984,40.54381825296198,32.65255658789783,42.273,42.087,41.608,40.658,40.757,0.03491006939526977,1
2021-03-12,45.003,41.972,43.845,38577.49677077,3.030999999999999,42.242,40.8324,40.76553333333333,0.8402581151049145,66.4324563481168,2.8710902661164233,43.93889941121686,42.4358,40.93270058878314,33.22308839541352,42.366,42.273,42.087,41.608,40.658,0.1369369369369369,1
